Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name	Mouse gene stable ID	Mouse chromosome/scaffold name	Mouse chromosome/scaffold start (bp)	Mouse chromosome/scaffold end (bp)	Mouse gene name
ENSG00000285019	52742	53074	ELOCP5	HG1535_PATCH					
ENSG00000285196	58534	60100	CDY10P	HG1535_PATCH					
ENSG00000292357	1268793	1325373	CSF2RA	Y					
ENSG00000285308	82985	95067	USP9YP3	HG1535_PATCH					
ENSG00000288512	8669	20226	C1R	HG1398_PATCH					
ENSG00000285028	98305	102177	USP9YP8	HG1535_PATCH					
ENSG00000285455	117629	119279	CDY11P	HG1535_PATCH					
ENSG00000285477	198642	199281	OFD1P16Y	HG1535_PATCH					
ENSG00000310541	964424	965367		Y					
ENSG00000310543	600187	600999		Y					
ENSG00000310544	1248681	1263594		Y					
ENSG00000310545	1248659	1249661		Y					
ENSG00000310546	1552740	1565013		Y					
ENSG00000292331	1401430	1414028	ASMTL-AS1	Y					
ENSG00000310547	1883825	1894966		Y					
ENSG00000310548	1111322	1112300		Y					
ENSG00000292349	386962	511616		Y					
ENSG00000292341	1392679	1400524	LINC00106	Y					
ENSG00000310549	1337165	1341817		Y					
ENSG00000310551	2500245	2503113		Y					
ENSG00000310552	2373008	2373119		Y					
ENSG00000292335	990101	994374		Y					
ENSG00000310553	267677	276210		Y					
ENSG00000310554	278946	281825		Y					
ENSG00000310556	1169151	1179160		Y					
ENSG00000310540	1657735	1763312	LINC02968	Y					
ENSG00000292362	2608406	2666596	CD99P1	Y					
ENSG00000288263	18042	39335	GRK1	HG1524_PATCH					
ENSG00000288305	50110	52688	LINC00552	HG1524_PATCH					
ENSG00000292360	2566022	2609292	LINC03112	Y					
ENSG00000310557	2583664	2606031		Y					
ENSG00000288124	17273	36924	C1RL	HG1398_PATCH					
ENSG00000292358	303346	318798	GTPBP6	Y					
ENSG00000292364	57015105	57016096	AMD1P2	Y					
ENSG00000292365	57062156	57062405	DPH3P2	Y					
ENSG00000292366	57067865	57130289	VAMP7	Y					
ENSG00000292367	57165512	57165845	ELOCP24	Y					
ENSG00000292368	57171890	57172769	TRPC6P1	Y					
ENSG00000292369	57190738	57208756		Y					
ENSG00000292371	57212184	57214397	DDX11L16	Y					
ENSG00000292372	57207346	57212230	WASH6P	Y					
ENSG00000310550	56919422	56954169		Y					
ENSG00000310555	57138638	57145842		Y					
ENSG00000292370	57201135	57203405	WASIR1	Y					
ENSG00000288352	35738	50187	C1RL-AS1	HG1398_PATCH					
ENSG00000292373	57184216	57199537	IL9R	Y					
ENSG00000310542	57208516	57215634		Y					
ENSG00000288369	43422	56575	RBP5	HG1398_PATCH					
ENSG00000215601	8280198	8282209	TSPY24P	Y					
ENSG00000215603	7853686	7854876	ZNF92P1Y	Y					
ENSG00000225878	4801685	4802848	SERBP1P2	Y					
ENSG00000236435	7687739	7689548	TSPY12P	Y					
ENSG00000258991	11332329	11333595	DUX4L19	Y					
ENSG00000224518	14941746	14942715		Y					
ENSG00000231988	9030594	9039988	OFD1P3Y	Y					
ENSG00000238073	7671743	7676024	RBMY2HP	Y					
ENSG00000275866	8517364	8517748		Y					
ENSG00000271595	17464879	17465214	ELOCP35	Y					
ENSG00000183704	11340579	11385687	SLC9B1P1	Y					
ENSG00000232927	3682805	3683868	USP12PY	Y					
ENSG00000277438	20570222	20570519	KDM5DP1	Y					
ENSG00000259154	11314921	11316187	DUX4L17	Y					
ENSG00000284403	46471	46577	RNU6-485P	HG1398_PATCH					
ENSG00000288383	56765	58884		HG1398_PATCH					
ENSG00000169789	22490397	22514637	PRY	Y					
ENSG00000288427	57384	86631	CLSTN3	HG1398_PATCH					
ENSG00000273589	22646031	22646327		Y					
ENSG00000273863	7905536	7907303		Y					
ENSG00000271375	11473727	11474237		Y					
ENSG00000224634	8350931	8352143	ZNF736P6Y	Y					
ENSG00000285470	5887504	5888740	TUSC2P1	Y					
ENSG00000234620	15348662	15456074	PUDPP1	Y					
ENSG00000236690	7690511	7692678		Y					
ENSG00000273693	11085476	11086061	CDRT15P10	Y					
ENSG00000114374	12537650	12860839	USP9Y	Y	ENSMUSG00000069044	Y	1298961	1459782	Usp9y
ENSG00000169807	22071756	22096007	PRY2	Y					
ENSG00000223422	7678899	7681028		Y					
ENSG00000231159	21972313	22005349	OFD1P8Y	Y					
ENSG00000225653	3777997	3779546	RNF19BPY	Y					
ENSG00000251618	21895394	21897559		Y					
ENSG00000229159	22183850	22186021	TSPY23P	Y					
ENSG00000228578	17516836	17519038	TUBB1P2	Y					
ENSG00000288281	74168	75503		HG1398_PATCH					
ENSG00000275280	7656968	7657352		Y					
ENSG00000288116	94360	116755		HG1398_PATCH					
ENSG00000270242	11395699	11397076	ACTR3BP1	Y					
ENSG00000236477	12244752	12245457	RPS24P1	Y					
ENSG00000237997	19986575	19987852	RCC2P2	Y					
ENSG00000244246	7913422	7914090	ZNF736P8Y	Y					
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000096049	12	87976088	87979974	Eif1ad17
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000095724	12	87739195	87742525	Eif1ad19
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000093847	12	88286892	88290796	Eif1ad15
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000057561	18	46730768	46749523	Eif1a
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000095799	12	88215508	88219640	Eif1ad10
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000096803	12	87984741	87988046	Eif1ad16
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000113201	12	87759350	87763647	Eif1ad13
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000092019	12	87665639	87669725	Eif1ad6
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000096619	12	87885626	87889209	Eif1ad14
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000079031	12	87783347	87787446	Eif1ad2
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000079034	12	87561086	87565036	Eif1ad8
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000095717	12	87991801	87995143	Eif1ad11
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000113971	12	87859578	87863503	Eif1ad4
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000072905	12	87840842	87844629	Eif1ad3
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000113805	12	87532731	87542857	Eif1ad12
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000114075	12	88048491	88051974	Eif1ad18
ENSG00000198692	20575776	20593154	EIF1AY	Y	ENSMUSG00000079029	12	88237410	88241270	Eif1ad7
ENSG00000288217	116371	146260	PEX5	HG1398_PATCH					
ENSG00000291444	835225	845930	RBMY3AP	HG1532_PATCH					
ENSG00000291445	33367	34984	CDY3P	HG1532_PATCH					
ENSG00000291446	848837	851006	TSPY25P	HG1532_PATCH					
ENSG00000291447	50976	53085	USP9YP22	HG1532_PATCH					
ENSG00000291448	864903	865370	TSPY16P	HG1532_PATCH					
ENSG00000291449	56911	71893	USP9YP4	HG1532_PATCH					
ENSG00000291450	98197	98529	ELOCP4	HG1532_PATCH					
ENSG00000291451	178412	190151	RBMY1A3P	HG1532_PATCH					
ENSG00000291452	193081	193329		HG1532_PATCH					
ENSG00000291453	197162	202114	TTTY20	HG1532_PATCH					
ENSG00000291455	225079	227881	TSPY8	HG1532_PATCH					
ENSG00000183753	22973819	23005465	BPY2	Y					
ENSG00000291456	235085	303872	FAM197Y7	HG1532_PATCH					
ENSG00000291457	303320	305312		HG1532_PATCH					
ENSG00000291458	204746	207566	TSPY4	HG1532_PATCH					
ENSG00000225433	11445418	11445564	MTND1P12	Y					
ENSG00000235857	56855244	56855488	CTBP2P1	Y					
ENSG00000223955	8363536	8363959	MTND6P1	Y					
ENSG00000270455	11335627	11337693	PABPC1P5	Y					
ENSG00000291459	488788	491602	TSPY9	HG1532_PATCH					
ENSG00000291460	384417	447256	FAM197Y2	HG1532_PATCH					
ENSG00000291461	506130	508122	FAM197Y4	HG1532_PATCH					
ENSG00000291462	460285	506463	FAM197Y4	HG1532_PATCH					
ENSG00000229940	22305925	22307951	TSPY22P	Y					
ENSG00000234385	11781052	11782527	RCC2P1	Y					
ENSG00000291454	222128	224096	FAM197Y8	HG1532_PATCH					
ENSG00000226863	12537773	12544883	SHROOM2P1	Y					
ENSG00000293355	214793	222683	FAM197Y8	HG1532_PATCH					
ENSG00000237968	21940012	21941593		Y					
ENSG00000271365	11107065	11107263		Y					
ENSG00000259029	11321557	11322823	DUX4L18	Y					
ENSG00000215537	22866544	22867756	ZNF736P11Y	Y					
ENSG00000230476	22580989	22614081	OFD1P9Y	Y					
ENSG00000229745	7932997	7937640	BPY2DP	Y					
ENSG00000275828	11412548	11418716	CHEK2P1	Y					
ENSG00000225615	22198429	22203712	RBMY2UP	Y					
ENSG00000232522	20001185	20012204	ZNF886P	Y					
ENSG00000234131	22517242	22517573	ELOCP8	Y					
ENSG00000277519	21817579	21818218	OFD1P16Y	Y					
ENSG00000259247	22330452	22332500	TTTY25P	Y					
ENSG00000273731	8931069	8931454		Y					
ENSG00000215583	11922536	11923769	ASS1P6	Y					
ENSG00000274162	11178306	11178816	SNX18P1Y	Y					
ENSG00000227444	21918935	21921106		Y					
ENSG00000233774	12618983	12634402	MED14P1	Y					
ENSG00000228764	20390051	20396796	ZNF885P	Y					
ENSG00000232226	12252321	12258033	ARSFP1	Y					
ENSG00000224567	11445708	11446101		Y					
ENSG00000241200	7990987	7991806	ZNF736P7Y	Y					
ENSG00000228518	17192826	17193652	SURF6P1	Y					
ENSG00000274231	11144250	11144492		Y					
ENSG00000274502	11173618	11173821	ANKRD20A6P	Y					
ENSG00000278854	7845485	7846454		Y					
ENSG00000225809	8264449	8277188	RBMY2KP	Y					
ENSG00000237902	22400403	22402568	TSPY21P	Y					
ENSG00000232419	8704472	8705283	TTTY19	Y					
ENSG00000226906	22936455	22973284	TTTY4	Y					
ENSG00000230025	8971751	8974095		Y					
ENSG00000235649	11957208	11987386	MXRA5Y	Y					
ENSG00000258567	11306918	11308181	DUX4L16	Y					
ENSG00000234179	8364032	8365150	MTCYBP1	Y					
ENSG00000271309	11107389	11107596		Y					
ENSG00000229553	22049755	22058113	USP9YP17	Y					
ENSG00000228240	22851584	22852715	TTTY17A	Y					
ENSG00000234652	3293808	3294826	AGPAT5P1	Y					
ENSG00000218410	3851224	3852869		Y					
ENSG00000224989	17500958	17515018	FAM41AY1	Y					
ENSG00000232029	22068820	22069151	ELOCP15	Y					
ENSG00000273858	11042722	11042943		Y					
ENSG00000227830	8413037	8414054	TRIM60P3Y	Y					
ENSG00000226529	8371663	8372030	MTND1P1	Y					
ENSG00000274837	19932130	19932500		Y					
ENSG00000216777	3549652	3549810	PRRC2CP1	Y					
ENSG00000216824	8418791	8419900	ZNF736P10Y	Y					
ENSG00000276829	22861112	22861834		Y					
ENSG00000228850	22064698	22065712	CDY12P	Y					
ENSG00000283076	17514502	17516715		Y					
ENSG00000234850	8372241	8372710	MTND2P3	Y					
ENSG00000224873	22520681	22521695	CDY13P	Y					
ENSG00000229234	22209331	22216580	RBMY1KP	Y					
ENSG00000270570	11107719	11107887		Y					
ENSG00000223517	14276212	14277489		Y					
ENSG00000228207	8901203	8903276		Y					
ENSG00000224917	22670616	22672859		Y					
ENSG00000225117	12354096	12387328	ARSDP1	Y					
ENSG00000215560	22296798	22298876	TTTY5	Y					
ENSG00000228411	12801973	12803830	CDY4P	Y					
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000091987	Y	2900989	2912206	Rbmyf3
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000094658	Y	2830680	2841854	Rbmy
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000093918	Y	3294976	3306449	Rbmyf5
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000094511	Y	3326750	3345329	Rbmyf6
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000102053	Y	2785165	2796205	Rbmyf1
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000095948	Y	3399188	3410167	Rbmyf8
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000096520	Y	3771673	3783267	Rbmyf9
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000095852	Y	2830699	2873492	Rbmyf2
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000093987	Y	3367147	3410167	Rbmyf7
ENSG00000244395	21880076	21894526	RBMY1D	Y	ENSMUSG00000101667	Y	2932582	2939416	Rbmyf4
ENSG00000230814	22528281	22536639	USP9YP24	Y					
ENSG00000229725	21871331	21873550		Y					
ENSG00000229518	3866306	3866722	UBE2V1P3	Y					
ENSG00000232730	12321623	12322835	FAM8A4P	Y					
ENSG00000244000	23017063	23017821		Y					
ENSG00000232764	23025594	23026663	TRIM60P8Y	Y					
ENSG00000236131	14907898	14908068	MED13P1	Y					
ENSG00000227949	14941547	14941750	CYCSP46	Y					
ENSG00000252900	4174985	4175090	RNU6-303P	Y	ENSMUSG00000088944	X	55795370	55795475	Gm23258
ENSG00000252689	16138248	16138379		Y	ENSMUSG00000065202	9	70382766	70382878	Gm24615
ENSG00000243980	12273473	12273764	RN7SL702P	Y					
ENSG00000252315	17557864	17557976	RNA5SP520	Y					
ENSG00000252012	17559774	17559889	RNA5SP521	Y					
ENSG00000273966	17568962	17569051		Y					
ENSG00000252173	16248935	16249041	RNU6-109P	Y					
ENSG00000252323	16336283	16336389	RNU6-184P	Y					
ENSG00000169953	18731440	18773735	HSFY2	Y	ENSMUSG00000045336	1	56675203	56676594	Hsfy2
ENSG00000282467	117294	117707		HG1651_PATCH					
ENSG00000236429	18741843	18741986	GPM6BP2	Y					
ENSG00000249501	18776279	18779427	USP9YP2	Y					
ENSG00000228193	18787750	18788080	ELOCP14	Y					
ENSG00000248573	18790709	18791051	PRYP6	Y					
ENSG00000230904	18811338	18811829	XKRYP2	Y					
ENSG00000238135	18826107	18829487	USP9YP10	Y					
ENSG00000251970	18833729	18833890	RNU1-41P	Y					
ENSG00000238088	18848264	18867280	OFD1P7Y	Y					
ENSG00000217179	18872102	18872272	MTCYBP2	Y					
ENSG00000217896	18985175	18986398	ZNF839P1	Y					
ENSG00000185275	18992467	18992709	CD24P4	Y					
ENSG00000252766	19018983	19019087	RNU6-255P	Y					
ENSG00000274282	19253960	19260875		Y					
ENSG00000234529	19327569	19328573	GAPDHP19	Y					
ENSG00000238191	17621259	17625832	CLUHP1	Y					
ENSG00000226353	17628513	17629402	TAF9P1	Y					
ENSG00000226449	17721598	17723177	CDY5P	Y					
ENSG00000225896	17726752	17727080	ELOCP36	Y					
ENSG00000229129	17757001	17758125	ACTG1P2	Y					
ENSG00000223555	17782210	17784815	USP9YP23	Y					
ENSG00000235521	17788315	17789484	USP9YP27	Y					
ENSG00000252513	17789003	17789162	RNU1-128P	Y					
ENSG00000224964	17797983	17800696	TRAPPC2P3	Y					
ENSG00000225740	17837201	17837528	ELOCP6	Y					
ENSG00000229138	17882099	17883708	CDY6P	Y					
ENSG00000224485	17908755	17910806	USP9YP7	Y					
ENSG00000226116	17912699	17921630	USP9YP6	Y					
ENSG00000237558	17951589	17953500	CDY7P	Y					
ENSG00000233378	17984349	17993260	USP9YP34	Y					
ENSG00000237616	17995201	17997252	USP9YP32	Y					
ENSG00000224033	18022299	18023908	CDY8P	Y					
ENSG00000230412	18068483	18068810	ELOCP12	Y					
ENSG00000225895	18105314	18108102	TRAPPC2P8	Y					
ENSG00000233120	18116527	18117695	USP9YP15	Y					
ENSG00000252166	18116848	18117007	RNU1-95P	Y					
ENSG00000232744	18121195	18123799	USP9YP16	Y					
ENSG00000229465	18147884	18149008	ACTG1P11	Y					
ENSG00000236599	18178932	18179260	ELOCP26	Y					
ENSG00000232899	18182835	18184414	CDY9P	Y					
ENSG00000229302	18276607	18277495	TAF9P2	Y					
ENSG00000228945	18280178	18284761	CLUHP2	Y					
ENSG00000278391	18336960	18337049		Y					
ENSG00000251953	18346123	18346238	RNA5SP522	Y					
ENSG00000252667	18348035	18348147	RNA5SP523	Y					
ENSG00000249726	18386974	18389151	TUBB1P1	Y					
ENSG00000225716	18440797	18441125	ELOCP13	Y					
ENSG00000229406	18453150	18472137	OFD1P4Y	Y					
ENSG00000252209	18486511	18486672	RNU1-48P	Y					
ENSG00000249634	18490915	18494295	USP9YP5	Y					
ENSG00000238067	18508577	18509068	XKRYP1	Y					
ENSG00000233546	18529358	18529623	PRYP5	Y					
ENSG00000230377	18532326	18532656	ELOCP7	Y					
ENSG00000250951	18540980	18544128	USP9YP1	Y					
ENSG00000230458	18578417	18578560	GPM6BP1	Y					
ENSG00000235479	18649671	18650279	RAB9AP4	Y					
ENSG00000249606	18655520	18656190	TRAPPC2P7	Y					
ENSG00000267793	19598188	19598757		Y					
ENSG00000260197	19691941	19694606		Y					
ENSG00000012817	19703865	19744939	KDM5D	Y	ENSMUSG00000056673	Y	897788	956786	Kdm5d
ENSG00000284255	23101	24163	OR4C12	HG1708_PATCH					
ENSG00000284278	60426	61323	OR4C48P	HG1708_PATCH					
ENSG00000284123	95036	95935	OR4C49P	HG1708_PATCH					
ENSG00000292249	74500	75420	OR4C45	HG1708_PATCH					
ENSG00000172468	18546691	18588963	HSFY1	Y	ENSMUSG00000045336	1	56675203	56676594	Hsfy2
ENSG00000176679	3579067	3580041	TGIF2LY	Y	ENSMUSG00000100194	X	117336924	117337953	Tgif2lx2
ENSG00000176679	3579067	3580041	TGIF2LY	Y	ENSMUSG00000100133	X	117389405	117390434	Tgif2lx1
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000091987	Y	2900989	2912206	Rbmyf3
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000094658	Y	2830680	2841854	Rbmy
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000093918	Y	3294976	3306449	Rbmyf5
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000094511	Y	3326750	3345329	Rbmyf6
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000102053	Y	2785165	2796205	Rbmyf1
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000095948	Y	3399188	3410167	Rbmyf8
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000096520	Y	3771673	3783267	Rbmyf9
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000095852	Y	2830699	2873492	Rbmyf2
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000093987	Y	3367147	3410167	Rbmyf7
ENSG00000169800	22168542	22182982	RBMY1F	Y	ENSMUSG00000101667	Y	2932582	2939416	Rbmyf4
ENSG00000288463	165118	168672		HG1398_PATCH					
ENSG00000182415	18025787	18027746	CDY2A	Y					
ENSG00000233126	23049247	23051195	ZNF736P3Y	Y					
ENSG00000227251	23058030	23059186	TRIM60P9Y	Y					
ENSG00000252633	7324297	7324595	RN7SKP282	Y	ENSMUSG00002075826	5	124395826	124396089	Gm55555
ENSG00000251996	7341531	7341642	Y_RNA	Y					
ENSG00000252155	7378672	7378779	RNU6-941P	Y	ENSMUSG00000119092	3	156942862	156942968	Gm23725
ENSG00000252472	7423054	7423158	RNU6-521P	Y					
ENSG00000224953	6718962	6719180	SRIP3	Y					
ENSG00000274365	6789153	6789344		Y					
ENSG00000233634	6837707	6838252	GOT2P5	Y					
ENSG00000237701	6900753	6901372	ATP5PFP1	Y					
ENSG00000273906	6918682	6920791		Y					
ENSG00000232976	24659337	24660406	TRIM60P10Y	Y					
ENSG00000226270	24683657	24684935	ZNF736P2Y	Y					
ENSG00000227837	24691791	24692932	TRIM60P11Y	Y					
ENSG00000278602	24977176	24978317		Y					
ENSG00000223978	24985201	24986476	ZNF736P1Y	Y					
ENSG00000278197	25009700	25010769		Y					
ENSG00000230819	25018499	25019303	ZNF736P5Y	Y					
ENSG00000185894	25030901	25062548	BPY2C	Y					
ENSG00000228296	25063083	25099892	TTTY4C	Y					
ENSG00000205916	24833843	24907040	DAZ4	Y	ENSMUSG00000010592	17	50586423	50600664	Dazl
ENSG00000129873	17878260	17880220	CDY2B	Y					
ENSG00000251841	2784749	2784853	RNU6-1334P	Y					
ENSG00000184895	2786855	2787682	SRY	Y	ENSMUSG00000069036	Y	2662471	2663658	Sry
ENSG00000232195	2827982	2828218	TOMM22P2	Y					
ENSG00000286130	2828192	2840851		Y					
ENSG00000129824	2841602	2932000	RPS4Y1	Y					
ENSG00000229163	2929001	2931120	NAP1L1P2	Y					
ENSG00000278847	2934406	2934771		Y					
ENSG00000067646	2935281	2982506	ZFY	Y					
ENSG00000223600	2995067	2995273	EEF1A1P41	Y					
ENSG00000215414	13286638	13287378	PSMA6P1	Y					
ENSG00000224035	13083790	13095805	SFPQP1	Y					
ENSG00000223915	13230884	13231439	DPPA2P1	Y					
ENSG00000067048	12904108	12920478	DDX3Y	Y	ENSMUSG00000069045	Y	1260771	1286629	Ddx3y
ENSG00000280963	11198	13789	SERTAD4-AS1	HG1832_PATCH					
ENSG00000234059	12930165	12948182	CASKP1	Y					
ENSG00000281230	12538	26373	SERTAD4	HG1832_PATCH					
ENSG00000183878	13234577	13480673	UTY	Y	ENSMUSG00000068457	Y	1096861	1245759	Uty
ENSG00000281067	45378	46983	ST13P19	HG1832_PATCH					
ENSG00000281552	83426	84282		HG1832_PATCH					
ENSG00000280680	107994	459395	HHAT	HG1832_PATCH					
ENSG00000287371	142603	146690		HG1832_PATCH					
ENSG00000281499	153896	154009	RNU5A-8P	HG1832_PATCH					
ENSG00000287648	166399	173854		HG1832_PATCH					
ENSG00000280937	242087	242754	BPNT2P1	HG1832_PATCH					
ENSG00000154620	13703899	13706024	TMSB4Y	Y					
ENSG00000129864	13985772	13986473	VCY	Y					
ENSG00000187191	24763069	24813492	DAZ3	Y	ENSMUSG00000010592	17	50586423	50600664	Dazl
ENSG00000188120	23129355	23199010	DAZ1	Y	ENSMUSG00000010592	17	50586423	50600664	Dazl
ENSG00000251925	23423099	23423236	SNORA70	Y	ENSMUSG00000065036	6	131357236	131357369	Gm22362
ENSG00000286744	23435905	23436006		Y					
ENSG00000236647	23549809	23551385		Y					
ENSG00000099721	6865918	6911752	AMELY	Y					
ENSG00000092377	6910686	7101970	TBL1Y	Y					
ENSG00000285435	16044	16524	H3-4	HG2002_PATCH					
ENSG00000284795	40362	40820	RPL23AP15	HG2002_PATCH					
ENSG00000284841	48178	49072	H2AC25	HG2002_PATCH					
ENSG00000285449	49306	51669	H2BC26	HG2002_PATCH					
ENSG00000284998	53273	53351	MIR4666A	HG2002_PATCH					
ENSG00000285234	55302	55825	H2BC27P	HG2002_PATCH					
ENSG00000285050	77387	78319		HG2002_PATCH					
ENSG00000285426	78581	87387	RNF187	HG2002_PATCH					
ENSG00000205944	23219447	23291356	DAZ2	Y	ENSMUSG00000010592	17	50586423	50600664	Dazl
ENSG00000285166	149485	149603	RNA5S1	HG2002_PATCH					
ENSG00000285285	151724	151842	RNA5S2	HG2002_PATCH					
ENSG00000285168	212165	212283	RNA5S3	HG2002_PATCH					
ENSG00000284853	221127	221245	RNA5S16	HG2002_PATCH					
ENSG00000285158	223369	223487	RNA5S17	HG2002_PATCH					
ENSG00000284877	225239	225359	RNA5SP18	HG2002_PATCH					
ENSG00000285311	227568	228706	DUSP5P1	HG2002_PATCH					
ENSG00000285183	229763	229887		HG2002_PATCH					
ENSG00000285319	264417	264828	FTH1P2	HG2002_PATCH					
ENSG00000284984	312483	323668	RHOU	HG2002_PATCH					
ENSG00000285153	101624	103504	BTNL10P	HG2002_PATCH					
ENSG00000293409	101735	103449		HG2002_PATCH					
ENSG00000226555	14639096	14640358	AGKP1	Y					
ENSG00000228787	14793642	14804033	NLGN4Y-AS1	Y					
ENSG00000242389	21903618	21918042	RBMY1E	Y	ENSMUSG00000091987	Y	2900989	2912206	Rbmyf3
ENSG00000242389	21903618	21918042	RBMY1E	Y	ENSMUSG00000094658	Y	2830680	2841854	Rbmy
